,EM (Emerging Markets),China,India,Indonesia,Korea,Malaysia -EM,Pakistan,Philippines,Sri Lanka,Taiwan,Thailand,Brazil,Chile,Colombia,Mexico,Peru,Venezuela,Czech Republic,Egypt,Greece,Hungary,Poland,Qatar,Russia,Russia ADR/GDR Index,South Africa,Turkey,United Arab Emirates
4/29/99,370.873,32.621,88.625,141.627,114.645,130.33038,41.727,339.328,57.927,278.241,123.093,624.90186,654.9,95.675,1517.921,174.44093,118.966,65.041,169.721,626.01,258.228,449.508,#N/A,113.466,#N/A,159.356,226.795,#N/A
4/30/99,375.665,33.373,88.671,145.69,112.853,131.80179,42.082,338.877,57.927,280.854,130.337,641.69403,663.48,95.456,1498.285,174.99115,120.618,65.459,168.353,645.604,260.57,461.573,#N/A,122.24,#N/A,160.446,225.047,#N/A
5/3/99,379.799,33.456,90.292,157.561,112.421,132.3117,42.665,339.52,57.917,279.474,130.866,644.34644,668.298,97.643,1543.282,175.39587,119.889,66.231,169.938,665.978,264.217,462.392,#N/A,122.24,#N/A,160.341,224.296,#N/A
5/4/99,385.325,33.951,93.81,166.42,114.165,136.1673,42.844,342.26,57.264,288.565,153.984,635.89746,665.022,101.594,1533.641,175.59277,123.666,67.094,170.765,665.077,273.549,478.039,#N/A,123.99,#N/A,160.661,226.23,#N/A
5/5/99,387.781,34.037,95.862,167.684,114.046,139.35736,43.1,336.528,57.168,286.187,153.942,656.31195,663.976,99.622,1533.641,175.7325,125.308,67.128,170.467,679.893,276.268,472.409,#N/A,139.845,#N/A,157.087,229.795,#N/A
5/6/99,397.691,35.676,98.411,171.459,121.308,140.84529,43.148,341.892,57.366,284.546,152.78,677.4808,666.651,95.368,1588.165,181.73146,128.4,68.935,173.951,714.79,290.817,479.454,#N/A,142.506,#N/A,159.135,231.306,#N/A
5/7/99,399.599,36.098,99.958,174.356,121.278,135.47069,44.335,342.138,57.571,279.999,144.39,703.0235,681.398,99.986,1636.838,181.02238,127.475,68.882,172.913,724.023,285.516,479.747,#N/A,134.811,#N/A,156.57,232.752,#N/A
5/10/99,402.71,34.852,102.387,179.463,121.658,138.68398,45.461,347.545,57.311,281.049,143.573,718.044,700.168,100.756,1671.314,183.28984,134.705,70.36,171.117,717.557,284.332,475.463,#N/A,134.155,#N/A,154.976,234.835,#N/A
5/11/99,400.223,35.178,104.585,179.718,116.808,142.355,44.551,346.677,56.953,281.179,143.532,706.7885,695.091,100.969,1650.205,183.24203,136.007,75.28,168.345,728.95,283.981,468.987,#N/A,129.032,#N/A,155.338,240.024,#N/A
5/12/99,393.468,35.07,103.319,178.171,115.288,142.70341,44.533,353.262,56.855,280.532,140.348,697.8382,697.581,103.357,1614.408,179.31982,134.293,72.113,171.217,723.269,282.574,470.137,#N/A,105.343,#N/A,151.328,225.872,#N/A
5/13/99,394.36,34.998,106.81,178.743,110.581,145.3503,45.46,348.51,57.066,279.262,134.419,717.7855,706.264,104.065,1657.831,179.94266,138.56,73.471,171.475,705.175,279.603,462.29,#N/A,111.811,#N/A,151.097,223.624,#N/A
5/14/99,394.745,35.123,108.369,184.768,110.562,153.18266,46.728,342.989,57.605,287.307,133.643,714.6256,695.409,103.131,1614.094,181.66072,135.245,74.346,171.475,716.859,281.734,467.051,#N/A,109.525,#N/A,150.06,234.781,#N/A
5/17/99,390.115,34.342,107.35,181.46,108.444,152.09424,47.051,331.249,58.061,285.769,132.19,695.3006,684.579,103.443,1602.529,180.76181,135.246,73.071,172.268,696.282,279.46,457.093,#N/A,124.817,#N/A,148.059,231.493,#N/A
5/18/99,394.546,34.723,108.743,179.099,111.489,155.81342,47.114,333.108,58.692,282.195,136.782,699.1204,680.91,102.148,1610.432,182.29846,131.501,73.578,171.062,723.775,285.22,466.816,#N/A,136.344,#N/A,148.332,238.798,#N/A
5/19/99,391.254,34.841,109.827,183.284,112.076,154.20462,48.032,321.106,58.376,282.133,134.161,689.14935,671.581,100.779,1569.991,177.85358,125.707,77.5,170.828,721.743,286.431,480.407,#N/A,130.071,#N/A,146.535,238.621,#N/A
5/20/99,388.679,34.292,108.653,180.098,108.41,154.74121,49.232,316.435,59.7,283.482,134.076,679.37787,664.269,99.7,1584.819,179.4488,123.194,78.8,171.286,727.705,281.42,477.383,#N/A,127.77,#N/A,146.015,234.675,#N/A
5/21/99,384.603,33.266,106.767,178.605,109.325,152.8576,47.914,321.233,59.999,283.829,132.56,651.098,664.269,97.172,1531.804,178.02574,120.289,80.634,170.524,728.375,282.309,489.611,#N/A,130.362,#N/A,147.199,227.403,#N/A
5/24/99,378.8,33.511,107.121,186.536,107.341,146.98732,53.029,320.506,60.156,281.82,131.128,616.1842,643.029,95.521,1488.23,176.66083,118.296,83.799,171.862,728.309,282.512,482.863,#N/A,133.86,#N/A,146.414,213.757,#N/A
5/25/99,372.906,33.546,108.196,190.247,108.044,150.42502,51.783,317.585,59.041,275.678,129.421,586.77655,635.341,91.547,1442.776,173.84673,113.11,84.617,172.118,722.974,275.186,475.048,#N/A,129.18,#N/A,144.221,204.575,#N/A
5/26/99,376.059,33.186,105.732,181.975,110.193,149.43712,47.739,314.373,58.187,278.116,128.083,626.9112,646.669,86.81,1509.075,174.05194,115.789,80.488,170.303,686.581,277.271,470.971,#N/A,131.111,#N/A,142.804,202.348,#N/A
5/27/99,371.715,32.414,102.526,180.589,111.538,151.16585,45.612,315.743,57.297,278.959,128.481,608.23804,644.062,92.238,1444.614,171.26103,116.906,76.923,166.555,676.41,273.082,473.568,#N/A,131.569,#N/A,141.049,208.768,#N/A
5/28/99,369.676,31.627,100.291,173.153,112.564,148.42522,43.679,314.292,59.235,274.161,124.679,604.3849,639.531,94.036,1442.783,171.77226,114.872,78.434,166.555,671.112,268.583,463.499,#N/A,129.008,#N/A,141.974,207.23,#N/A
5/31/99,372.33,32.94,105.23,175.745,113.075,146.90935,44.919,320.906,59.235,269.102,124.847,615.3353,640.81,92.419,1455.907,172.6208,114.251,80.699,166.649,670.412,275.695,465.155,#N/A,127.49,#N/A,143.205,199.956,#N/A
6/1/99,375.349,34.33,103.698,174.739,115.945,150.756,43.126,325.17,58.074,271.856,128.136,609.3162,642.377,89.691,1435.613,171.9446,112.99,81.179,166.949,702.801,274.399,465.194,#N/A,126.178,#N/A,147.788,202.421,#N/A
6/2/99,376.362,33.959,104.608,172.139,120.34,148.635,41.876,321.672,58.308,275.237,130.746,609.0621,641.747,88.512,1430.585,171.06268,113.129,78.672,165.552,691.31,264.603,467.83,#N/A,123.333,#N/A,147.967,195.015,#N/A
6/3/99,379.02,33.845,105.764,174.087,121.146,147.374,41.661,316.249,57.344,278.99,130.523,609.0621,641.747,88.451,1420.004,173.46045,119.363,78.707,166.216,701.847,268.473,469.002,#N/A,129.998,#N/A,150.934,195.713,#N/A
6/4/99,383.863,33.788,107.356,186.613,125.119,146.157,41.781,310.18,57.322,279.965,131.978,621.3889,651.101,87.498,1438.702,172.88928,119.268,77.567,165.895,687.464,267.865,467.013,#N/A,131.249,#N/A,152.407,210.965,#N/A
6/7/99,390.906,34.137,107.118,193.351,132.71,144.016,40.425,319.08,57.034,291.057,134.46,611.3636,657.834,87.652,1460.096,174.80623,119.318,76.452,167.682,693.918,261.768,470.969,#N/A,133.87,#N/A,156.671,207.54,#N/A
6/8/99,394.101,34.304,107.971,222.444,133.804,149.271,41.483,321.52,55.675,296.336,137.003,603.13806,661.214,86.365,1454.179,175.01389,123.8,76.687,172.97,695.99,265.701,470.897,#N/A,137.426,#N/A,156.7,207.981,#N/A
6/9/99,390.781,34.411,107.429,216.263,125.909,149.732,40.25,313.447,55.172,300.346,142.862,598.8771,656.062,84.471,1442.566,175.35812,122.919,76.619,177.556,697.109,266.49,466.561,#N/A,138.746,#N/A,156.536,207.034,#N/A
6/10/99,395.768,36.633,107.784,210.71,136.061,152.468,41.316,314.901,54.923,302.5,144.849,603.2641,659.796,81.001,1431.278,173.06964,122.61,75.153,174.028,697.402,268.319,482.16,#N/A,141.365,#N/A,155.45,218.492,#N/A
6/11/99,394.38,38.903,105.495,212.896,135.324,153.549,40.877,314.786,54.961,302.02,142.137,607.17834,663.288,77.846,1393.554,171.78838,120.73,77.126,174.028,696.301,268.264,487.65,#N/A,144.217,#N/A,158.074,217.5,#N/A
6/14/99,391.096,39.917,104.414,224.111,129.959,155.753,38.622,319.45,55.009,302.289,142.016,602.2464,662.21,77.911,1369.481,172.4321,119.958,78.278,177.345,688.632,266.181,501.421,#N/A,144.309,#N/A,157.855,211.899,#N/A
6/15/99,390.746,38.46,102.598,226.839,128.123,155.086,37.321,318.208,55.066,303.591,142.025,609.6522,657.666,76.624,1413.895,172.60583,120.21,79.972,178.881,679.847,267.567,507.828,#N/A,140.026,#N/A,157.981,205.173,#N/A
6/16/99,399.781,39.172,105.666,224.089,133.414,157.592,38.146,319.639,54.349,309.132,143.186,637.3367,669.994,74.24,1514.899,172.2563,119.728,79.539,176.621,672.535,269.315,505.158,#N/A,145.634,#N/A,158.338,197.528,#N/A
6/17/99,405.351,40.231,108.064,231.299,134.289,156.736,39.339,323.69,53.976,320.803,146.202,644.43146,675.211,76.091,1534.581,171.47765,119.504,78.973,174.36,669.348,268.429,509.835,#N/A,144.607,#N/A,159.137,204.96,#N/A
6/18/99,408.562,40.2,107.646,241.067,135.395,156.46,37.816,326.005,53.539,320.852,147.734,651.9158,671.823,78.227,1549.964,170.23294,119.334,79.045,174.322,675.224,271.33,514.645,#N/A,148.129,#N/A,161.941,207.843,#N/A
6/21/99,416.461,41.906,110.527,255.107,142.056,156.133,38.325,328.656,53.272,327.413,152.368,652.97003,673.384,77.047,1580.436,170.52588,119.956,79.256,179.833,673.55,270.944,520.934,#N/A,155.57,#N/A,164.507,205.338,#N/A
6/22/99,418.684,43.371,111.341,257.876,143.557,157.507,38.080624,331.063,53.312,336.287,158.153,647.50055,684.335,75.208,1567.148,170.46538,119.533,78.338,180.636,662.841,266.914,527.022,#N/A,152.381,#N/A,165.737,202.518,#N/A
6/23/99,413.256,45.206,109.145,253.584,145.589,158.154,36.572,324.62,53.096,328.936,155.241,632.84155,673.251,73.434,1521.931,169.7539,118.047,77.953,182.596,651.756,263.277,516.582,#N/A,149.002,#N/A,164.283,198.137,#N/A
6/24/99,409.927,44.531,108.066,242.515,144.218,159.351,37.61,328.984,53.003,334.168,153.534,614.49805,668.037,72.285,1487.941,170.302,118.047,79.217,183.493,654.739,266.713,522.894,#N/A,150.374,#N/A,162.059,197.494,#N/A
6/25/99,405.925,44.104,107.873,234.591,145.555,160.206,37.538,324.04,53.319,319.633,152.303,606.03033,660.401,69.735,1467.204,169.93733,117.126,79.669,183.721,664.851,267.924,528.846,#N/A,147.05,#N/A,161.19,192.235,#N/A
6/28/99,409.835,45.98,109.301,244.508,150.379,163.947,38.672,321.765,53.311,321.462,148.645,610.76776,660.397,71.737,1496.926,170.02376,117.156,79.365,178.825,659.584,265.662,534.524,#N/A,146.936,#N/A,162.399,181.566,#N/A
6/29/99,411.931,47.8,109.448,244.655,149.175,166.33,38.334,328.356,53.311,332.669,146.392,619.0228,660.397,71.798,1518.478,170.02376,115.707,78.444,174.482,656.97,263.005,528.72,#N/A,148.397,#N/A,162.595,180.668,#N/A
6/30/99,413.808,48.256,108.89,230.194,146.596,162.317,37.835,331.219,53.823,328.341,146.639,640.07697,677.53,70.921,1580.703,174.42294,115.926,79.433,178.479,661.718,263.815,522.132,#N/A,150.242,#N/A,164.487,189.611,#N/A
7/1/99,420.034,47.883,108.567,235.839,152.687,167.52,38.219,337.58,54.304,328.239,146.898,638.07513,696.766,70.638,1582.41,177.08586,111.54,79.218,178.382,670.1,264.756,543.951,#N/A,158.732,#N/A,168.411,196.563,#N/A
7/2/99,424.438,48.302,109.619,237.035,154.957,169.496,40.194,337.988,54.528,332.037,150.501,656.52124,707.527,71.226,1600.898,177.48369,109.463,77.74,178.108,671.562,267.552,542.33,#N/A,160.33,#N/A,170.185,185.04,#N/A
7/5/99,431.371,49.089,113.115,242.032,159.761,170.169,41.674,342.544,54.644,330.705,153.808,657.28577,713.587,71.226,1617.155,176.65552,109.463,77.837,180.156,701.183,270.821,540.118,#N/A,168.283,#N/A,173.353,191.865,#N/A
7/6/99,430.797,47.791,113.918,247.215,163.539,170.013,40.4,342.355,54.521,326.172,152.726,643.00397,715.452,69.264,1607.059,177.16478,109.556,78,176.79,695.353,279.164,537.607,#N/A,176.655,#N/A,170.848,183.595,#N/A
7/7/99,429.395,45.711,113.674,241.635,164.153,168.44,40.701,341.313,54.666,327.513,147.471,646.48706,717.81,68.554,1612.665,177.13039,109.78,79.106,177.505,690.474,278.714,530.657,#N/A,174.671,#N/A,168.642,180.855,#N/A
7/8/99,425.778,46.169,113.434,244.693,160.954,170.576,40.456,341.301,53.939,332.283,142.529,626.4014,712.969,65.328,1594.69,178.263,110.957,78.991,179.989,679.485,281.587,536.8,#N/A,177.721,#N/A,167.805,184.228,#N/A
7/9/99,427.633,46.709,114.772,239.674,165.395,171.47,39.489,341.257,54.331,329.801,144.515,627.795,715.747,65.085,1587.175,178.467,110.831,78.911,179.989,676.984,291.954,545.74,#N/A,174.317,#N/A,166.801,192.363,#N/A
7/12/99,424.143,47.466,120.588,242.937,159.949,171.949,41.846,342.304,54.482,326.429,146.836,601.91205,706.013,62.545,1543.875,173.885,109.935,78.441,185.097,679.131,295.581,556.039,#N/A,172.109,#N/A,167.368,209.974,#N/A
7/13/99,420.732,46.703,121.11,238.461,158.563,169.967,41.368,342.017,54.295,315.588,144.814,605.758,710.451,62.673,1569.441,172.881,109.648,76.343,184.93,676.821,285.823,545.187,#N/A,165.578,#N/A,162.862,207.111,#N/A
7/14/99,418.568,44.934,123.286,237.202,152.582,171.683,41.129,336.876,54.291,303.49,142.363,611.706,708.253,63.442,1578.767,175.471,110.644,77.662,185.895,682.265,288.988,547.003,#N/A,172.46,#N/A,164.514,213.383,#N/A
7/15/99,422.378,44.251,122.365,236.399,157.135,170.27,41.126,336.965,55.547,306.172,143.031,615.75,710.692,66.91,1589.876,176.838,111.681,78.577,183.967,701.095,291.86,566.569,#N/A,170.261,#N/A,163.877,214.583,#N/A
7/16/99,422.113,43.284,121.613,234.97,163.605,169.955,41.462,333.903,56.636,285.562,141.055,623.936,709.007,69.203,1595.347,177.57,112.354,78.365,182.775,716.067,290.248,554.755,#N/A,167.961,#N/A,162.619,210.12,#N/A
7/19/99,424.424,41.448,124.326,235.255,162.315,167.487,42.313,332.02,57.134,288.507,139.509,634.814,703.905,69.008,1616.734,174.855,112.148,79.476,180.163,730.145,288.792,548.84,#N/A,163.808,#N/A,162.847,218.052,#N/A
7/20/99,421.466,42.299,121.735,230.723,157.354,167.12,42.96,330.882,58.81,305.378,139.006,618.728,701.517,69.008,1579.406,173.452,110.279,82.126,176.468,735.451,289.759,546.834,#N/A,159.524,#N/A,162.215,222.593,#N/A
7/21/99,419.001,42.756,123.087,227.081,150.879,168.983,43.317,327.822,59.714,303.757,140.746,619.393,704.826,69.971,1591.521,171.254,109.307,82.351,174.393,736.508,292.539,535.523,#N/A,156.384,#N/A,161.809,222.292,#N/A
7/22/99,416.964,41.986,124.369,226.229,151.475,166.935,43.629,321.867,62.984,298.182,137.378,615.445,703.102,68.666,1562.328,171.823,108.219,85.282,177.882,741.222,291.231,536.305,#N/A,157.855,#N/A,162.139,217.158,#N/A
7/23/99,407.018,41.835,122.837,215.302,139.033,162.492,43.654,315.832,65.87,299.098,134.136,602.484,688.378,66.338,1505.696,171.961,107.191,86.091,177.882,733.989,293.169,534.859,#N/A,155.058,#N/A,162.544,213.364,#N/A
7/26/99,399.009,40.232,122.127,200.263,135.812,155.888,44.841,307.174,65.629,292.781,128.289,582.78,676.791,66.004,1461.594,171.5,104.249,85.99,174.477,743.387,294.099,545.446,#N/A,155.652,#N/A,159.322,205.92,#N/A
7/27/99,400.65,40.294,121.349,189.727,146.358,160.285,45.141,292.775,65.752,283.248,127.74,586.689,674.635,66.363,1462.621,172.716,100.934,85.935,175.421,727.788,296.798,530.168,#N/A,152.214,#N/A,160.024,213.712,#N/A
7/28/99,405.061,40.955,122.313,204.08,149.473,157.379,44.713,302.253,65.761,289.25,128.567,590.301,680.228,66.523,1487.273,172.716,102.144,86.985,174.677,719.85,300.644,534.86,#N/A,152.358,#N/A,159.925,211.154,#N/A
7/29/99,404.912,41.49,122.4,208.464,157.856,156.16,45.21,302.11,66.184,285.381,129.366,585.073,674.796,66.98,1428.564,172.716,103.537,86.945,175.542,723.572,296.77,538.843,#N/A,140.241,#N/A,158.085,211.824,#N/A
7/30/99,401.94,42.229,120.678,198.411,152.462,154.665,46.471,299.137,66.591,287.744,127.986,575.599,675.823,65.81,1428.204,172.539,105.207,88.414,175.542,715.085,301.314,534.217,#N/A,145.409,#N/A,159.05,213.81,#N/A
8/2/99,395.17,42.955,119.448,200.171,150.524,147.404,47.28,301.066,66.023,279.435,125.678,559.604,678.655,65.294,1384.684,169.428,101.965,88.063,174.288,705.289,298.063,529.785,#N/A,143.409,#N/A,157.019,208.573,#N/A
8/3/99,398.105,43.112,120.283,209.096,153.487,149.849,46.968,300.871,66.496,279.421,128.164,560.19,677.148,63.254,1403.932,167.913,98.838,90.271,172.181,708.421,298.472,523.435,#N/A,142.225,#N/A,157.778,208.302,#N/A
8/4/99,398.14,42.289,123.311,206.705,153.319,143.506,46.939,302.018,67.495,277.072,126.89,553.56,685.083,60.868,1386.546,167.623,98.795,92.981,173.142,725.558,298.764,519.866,#N/A,132.937,#N/A,160.795,206.98,#N/A
8/5/99,392.471,41.36,122.071,199.963,147.864,140.831,45.757,301.5,67.304,271.294,125.371,547.239,682.138,60.328,1387.431,166.781,96.782,91.237,169.928,728.777,295.782,514.234,#N/A,127.168,#N/A,159.356,203.738,#N/A
8/6/99,388.783,40.302,121.434,200.849,146.851,139.99,44.663,291.893,66.991,265.313,122.314,544.279,681.273,60.997,1350.038,166.344,98.16,91.05,169.928,729.655,296.315,515.282,#N/A,128.702,#N/A,158.259,202.456,#N/A
8/9/99,390.692,38.851,123.562,194.351,148.024,132.256,44.456,287.872,67.346,272.948,118.539,536.183,673.994,59.971,1372.369,166.848,97.172,90.092,169.869,734.57,292.864,509.967,#N/A,127.323,#N/A,158.496,207.803,#N/A
8/10/99,391.687,36.545,121.998,180.3,152.571,135.403,44.474,286.729,66.952,282.959,119.406,527.969,665.829,59.633,1364.896,165.009,95.533,87.55,168.652,756.145,288.484,506.436,#N/A,127.639,#N/A,156.929,206.172,#N/A
8/11/99,389.815,35.429,120.945,161.467,147.785,135.787,44.223,276.118,66.779,280.786,116.03,543.114,665.414,59.846,1395.108,167.766,94.485,87.644,167.873,750.812,284.558,503.84,#N/A,128.1,#N/A,159.069,203.24,#N/A
8/12/99,392.946,37.326,120.777,166.292,147.996,145.369,43.947,279.717,65.71,285.085,116.288,543.59,665.28,60.559,1413.314,166.853,95.245,87.782,166.621,765.831,288.531,512.084,#N/A,129.17,#N/A,161.148,201.879,#N/A
8/13/99,394.214,36.882,119.327,163.761,142.487,155.862,43.919,275.454,65.76,299.692,116.628,544.449,666.724,62.219,1451.133,168.383,96.082,87.741,166.536,775.769,289.739,511.286,#N/A,126.629,#N/A,161.351,205.185,#N/A
8/16/99,398.336,37.129,121.742,172.404,142.458,153.51,44.31,274.691,64.894,317.839,116.67,540.214,663.767,62.219,1445.065,168.03,96.475,86.898,162.029,790.041,287.383,512.386,#N/A,127.398,#N/A,161.223,206.109,#N/A
8/17/99,395.965,37.797,123.793,170.039,137.626,149.65,44.269,261.595,63.732,321.459,114.188,534.301,664.002,63.818,1442.981,167.448,95.421,86.744,161.607,784.631,285.845,504.125,#N/A,127.241,#N/A,160.906,205.243,#N/A
8/18/99,394.442,38.96,126.133,175.87,137.807,151.98,44.783,264.649,61.777,315.995,115.467,516.588,653.83,62.853,1407.331,165.444,97.479,86.988,166.441,794.582,284.565,511.034,#N/A,126.365,#N/A,161.742,205.323,#N/A
8/19/99,393.3,41.205,123.904,181.414,137.612,150.957,45.482,269.384,61.649,315.033,119.369,515.059,647.315,61.675,1399.949,164.455,98.447,87.567,168.718,786.959,287.99,513.929,#N/A,128.161,#N/A,160.188,205.86,#N/A
8/20/99,396.898,42.07,124.131,176.249,139.52,152.535,47.364,274.268,62.351,321.585,125.017,540.358,647.118,61.129,1386.571,164.697,98.096,87.641,168.926,791.191,288.334,509.722,#N/A,129.28,#N/A,160.4,205.117,#N/A
8/23/99,404.57,42.071,126.84,179.119,146.356,154.205,47.25,277.96,61.467,321.196,128.792,551.433,651.485,61.581,1418.462,164.976,96.541,86.777,166.876,802.325,292.472,516.536,#N/A,142.438,#N/A,160.776,204.639,#N/A
8/24/99,404.526,42.59,128.614,174.05,148.786,155.177,46.861,278.535,61.517,316.008,129.51,543.352,652.417,61.732,1424.274,165.263,96.431,86.304,162.861,803.092,291.209,518.817,#N/A,140.41,#N/A,159.446,203.983,#N/A
8/25/99,412.326,42.552,126.394,181.569,156.871,153.599,45.029,278.734,61.5,323.051,132.88,558.663,664.791,61.959,1455.619,164.608,95.823,86.403,164.212,830.449,294.308,525.583,#N/A,139.316,#N/A,159.696,203.16,#N/A
8/26/99,409.948,42.595,129.697,179.127,156.749,152.272,45.675,275.552,61.487,321.33,131.319,550.395,669.696,62.212,1448.213,164.246,95.699,85.536,164.684,809.899,295.01,530.249,#N/A,135.119,#N/A,158.931,184.429,#N/A
8/27/99,408.759,41.884,130.518,174.698,158.5,153.158,44.965,273.634,61.401,319.218,131.068,544.783,664.752,60.154,1420.625,164.04,94.295,85.282,164.096,812.475,296.256,523.911,#N/A,130.025,#N/A,158.941,186.833,#N/A
8/30/99,406.548,41.413,131.54,167.767,155.44,180.435,44.902,273.179,61.713,319.703,127.461,547.546,666.375,60.836,1403.763,163.958,90.328,84.943,165.373,818.999,294.951,524.836,#N/A,124.967,#N/A,158.645,186.833,#N/A
8/31/99,405.296,41.856,131.482,168.585,155.357,180.435,44.193,270.905,61.747,323.081,124,553.133,664.28,60.918,1381.412,165.015,87.135,84.588,165.413,826.825,295.701,521.987,#N/A,122.938,#N/A,156.918,177.473,#N/A
9/1/99,405.605,41.521,129.369,168.819,148.78,177.816,44.401,266.669,61.139,328.827,121.691,563.334,673.904,61.44,1375.531,164.938,89.293,84.112,164.514,858.665,296.222,524.459,#N/A,124.114,#N/A,159.323,181.045,#N/A
9/2/99,403.842,41.298,126.8,165.911,147.907,172.969,43.362,266.193,61.064,326.463,118.491,570.82,671.959,61.517,1367.323,164.656,90.138,84.355,163.533,878.082,289.497,516.484,#N/A,122.706,#N/A,157.249,186.448,#N/A
9/3/99,403.875,41.162,126.533,161.28,150.187,175.949,42.587,265.928,61.496,319.593,117.421,576.813,675.965,61.499,1368.308,164.474,92.046,85.012,163.533,860.862,291.798,508.277,#N/A,126.496,#N/A,158.404,188.766,#N/A
9/6/99,409.408,42.497,130.099,149.183,155.564,177.524,42.649,269.027,61.223,321.494,117.441,578.466,675.965,61.202,1372.345,165.288,91.527,86.289,161.942,891.224,295.337,505.624,#N/A,128.074,#N/A,158.016,203.656,#N/A
9/7/99,406.071,42.658,128.308,146.365,155.468,177.316,41.804,268.474,61.321,314.222,117.137,578.466,679.342,61.184,1332.632,165.005,90.864,85.783,161.803,903.425,293.892,490.55,#N/A,126.968,#N/A,156.75,203.32,#N/A
9/8/99,403.749,42.154,128.669,130.914,153.77,177.979,41.947,265.964,61.443,317.017,113.999,581.71,682.308,61.082,1317.059,164.617,90.836,85.284,161.463,903.162,290.979,489.095,#N/A,123.676,#N/A,153.551,211.844,#N/A
9/9/99,405.97,43.481,127.799,139.117,156.281,176.993,42.417,259.422,61.617,318.226,114.983,595.437,689.857,60.639,1311.198,170.14,95.193,84.634,162.407,901.585,291.482,487.315,#N/A,123.673,#N/A,152.408,211.71,#N/A
9/10/99,410.362,44.581,127.74,156.305,157.759,173.704,42.065,256.541,61.963,323.571,116.629,596.747,684.251,59.928,1357.056,177.805,101.804,83.845,161.332,906.985,292.518,491.631,#N/A,126.72,#N/A,151.978,210.855,#N/A
9/13/99,413.639,44.272,127.74,163.989,161.868,173.674,42.51,257.526,61.125,323.831,118.697,596.861,682.582,59.81,1364.595,177.015,103.739,82.542,172.654,949.508,286.691,484.774,#N/A,118.066,#N/A,151.781,204.688,#N/A
9/14/99,412.987,43.797,127.484,159.797,158.854,170.912,42.484,261.281,61.236,320.178,116.409,604.767,685.056,60.348,1358.767,175.466,101.098,83.967,168.284,961.878,281.997,475.464,#N/A,117.173,#N/A,154.741,207.345,#N/A
9/15/99,408.767,42.747,125.995,153.532,155.677,168.008,42.06,257.26,61.08,315.482,114.939,596.078,678.086,60.292,1351.3,172.395,102.093,83.653,167.741,967.608,277.951,456.919,#N/A,113.839,#N/A,154.954,205.718,#N/A
9/16/99,402.817,42.664,123.717,153.776,148.091,166.212,42.46,252.486,61.295,315.818,111.681,589.337,672.505,59.903,1344.818,172.452,101.883,83.357,166.543,979.784,269.129,448.408,#N/A,106.365,#N/A,152.071,207.312,#N/A
